time,subject_age,subject_race,subject_sex,violation,arrest_made,citation_issued,warning_issued,contraband_found,contraband_drugs,contraband_weapons,frisk_performed,search_conducted,search_basis
1.0,0.2570038994319649,0.05075015422687507,0.06993196369377355,0.09782688207849109,0.0884722569966795,0.1917003773046312,0.2018110891738034,0.019203362781106223,0.0,0.0,0.0824141867897688,0.12201414873756818,0.08116268274824873
0.2570038994319649,1.0,0.09496165381934164,0.047873156865401716,0.04336818353486461,0.038833298415290526,0.06883019074968921,0.05432043955855581,0.05213025438130711,0.04931481291532427,0.015246452212954207,0.06665106485083684,0.08497531265295276,0.09093485270446174
0.05075015422687507,0.09496165381934164,1.0,0.08880287163763256,0.036238724145237745,0.06462076796151031,0.06662160116408739,0.056132671520842524,0.03606922923432826,0.03877516375190937,0.009094855183789911,0.06468955623395221,0.08007248911307349,0.0448856031758678
0.06993196369377355,0.047873156865401716,0.08880287163763256,1.0,0.05832055455898793,0.03808226522783299,0.028073417310486678,0.016417698660009784,0.029778985597003448,0.025839734174540024,0.013049673078972111,0.0683506572606746,0.07307011250191922,0.05307119898973144
0.09782688207849109,0.04336818353486461,0.036238724145237745,0.05832055455898793,1.0,0.08085515270944466,0.22798132271265156,0.25419297324383844,0.04828882625465929,0.04866742611760875,0.019972712196756823,0.06259555302038018,0.08013845429230775,0.04389928709251364
0.0884722569966795,0.038833298415290526,0.06462076796151031,0.03808226522783299,0.08085515270944466,1.0,0.013092104305984939,0.14215534148668432,0.2406309322648694,0.20705211130540074,0.06411231440970426,0.33155414056695165,0.4758636168964856,0.6517037860616517
0.1917003773046312,0.06883019074968921,0.06662160116408739,0.028073417310486678,0.22798132271265156,0.013092104305984939,1.0,0.8933606808745204,0.10512176173280484,0.10056290186043516,0.011234242843541159,0.09031684900905437,0.090299978113979,0.1075109167075021
0.2018110891738034,0.05432043955855581,0.056132671520842524,0.016417698660009784,0.25419297324383844,0.14215534148668432,0.8933606808745204,1.0,0.07200027808454433,0.06552297208112395,0.0019503576853896266,0.0845679892534606,0.09628632611624334,0.1203895275088865
0.019203362781106223,0.05213025438130711,0.03606922923432826,0.029778985597003448,0.04828882625465929,0.2406309322648694,0.10512176173280484,0.07200027808454433,1.0,0.9068076687619586,0.21733474487984633,0.3473084614620764,0.44888056841365365,0.5169453621262029
0.0,0.04931481291532427,0.03877516375190937,0.025839734174540024,0.04866742611760875,0.20705211130540074,0.10056290186043516,0.06552297208112395,0.9068076687619586,1.0,0.11526332720949313,0.31537899207253317,0.40761604401661766,0.48674237151345323
0.0,0.015246452212954207,0.009094855183789911,0.013049673078972111,0.019972712196756823,0.06411231440970426,0.011234242843541159,0.0019503576853896266,0.21733474487984633,0.11526332720949313,1.0,0.025238471930098417,0.09751568433953042,0.11087108748988916
0.0824141867897688,0.06665106485083684,0.06468955623395221,0.0683506572606746,0.06259555302038018,0.33155414056695165,0.09031684900905437,0.0845679892534606,0.3473084614620764,0.31537899207253317,0.025238471930098417,1.0,0.6964806202737687,0.7257266351130786
0.12201414873756818,0.08497531265295276,0.08007248911307349,0.07307011250191922,0.08013845429230775,0.4758636168964856,0.090299978113979,0.09628632611624334,0.44888056841365365,0.40761604401661766,0.09751568433953042,0.6964806202737687,1.0,0.9999648730453204
0.08116268274824873,0.09093485270446174,0.0448856031758678,0.05307119898973144,0.04389928709251364,0.6517037860616517,0.1075109167075021,0.1203895275088865,0.5169453621262029,0.48674237151345323,0.11087108748988916,0.7257266351130786,0.9999648730453204,1.0
